Authors,Title,Year,DOI,Link,Abstract,Index Keywords
"Gupta P.K., Kumar V., Maity S., Datta S., Kishore Gupta G.","A Review on Conversion of Biomass to Liquid Fuels and Methanol through Indirect Liquefaction Route",2022,"10.1002/slct.202203504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144971469&doi=10.1002%2fslct.202203504&partnerID=40&md5=fc09c3f7417de37f6ab6b665d74d76fb","Global urbanization and industrialization are energy-intensive processes. Among different energy resources, fossil fuels meet more than 80 % of the energy demand. The factors such as the depletion of fossil fuel reserves, the unstable price of fossil fuels, and the emission of greenhouse gases (GHGs) due to the burning of fuels draw researchers’ attention towards the development of renewable and sustainable fuels. In this context, biomass may fill the gap between energy demand and petroleum availability in the foreseeable future. Moreover, half of this bioenergy comes from conventional uses of biomass, primarily in cooking and heating, as well as within small-scale industries (such as charcoal kilns and brick kilns). The Biomass-to-Liquid (BTL) technology using Fischer-Tropsch synthesis (FTS) and the Methanol process offers advantages over the traditional use of biomass. The FT/Methanol process is a propitious route to produce carbon-neutral, ultra-clean fuels that generate regulated emissions, including NOx, SOx, and PM. In this article, we have reviewed the processes of biomass gasification, syngas cleaning and conditioning, FTS and methanol synthesis. © 2022 Wiley-VCH GmbH.",
"Huang F., Hong Y., Mo C., Huang P., Liao X., Yang Y.","Removal of antibiotic resistance genes during livestock wastewater treatment processes: Review and prospects",2022,"10.3389/fvets.2022.1054316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145496440&doi=10.3389%2ffvets.2022.1054316&partnerID=40&md5=8ad7326eff2ebd81d39b284aa004a80b","Antibiotic resistance genes (ARGs) are emerging pollutants that have received extensive attention. Many different types of ARGs exist in livestock wastewater. If not effectively treated, they can threaten animal production, public health and the ecological safety of the surrounding environment. To address the high risk of livestock wastewater contamination by ARGs, the effects of different wastewater treatment processes on ARGs and their influencing factors and mechanisms are reviewed herein. Additionally, the current problems associated with removal of ARGs are discussed, and future research is proposed. Copyright © 2022 Huang, Hong, Mo, Huang, Liao and Yang.","antibiotic resistance; attention; contamination; genetic susceptibility; livestock; nonhuman; public health; review; waste water management"
"Banyoi S.-M., Porseryd T., Larsson J., Grahn M., Dinnétz P.","The effects of exposure to environmentally relevant PFAS concentrations for aquatic organisms at different consumer trophic levels: Systematic review and meta-analyses",2022,"10.1016/j.envpol.2022.120422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140274537&doi=10.1016%2fj.envpol.2022.120422&partnerID=40&md5=805b1714d1ffe6d6364cfd44d1e8ab46","Per-and polyfluoroalkyl substances (PFAS) is a collective name for approximately 4700 synthetic chemicals ubiquitous in the aquatic environment worldwide. They are used in a wide array of products and are found in living organisms around the world. Some PFAS have been associated with cancer, developmental toxicity, endocrine disruption, and other health effects. Only a fraction of PFAS are currently monitored and regulated and the presence and effects on aquatic organisms of many PFAS are largely unknown. The aim of this study is to investigate the health effects of environmentally relevant concentrations of PFAS on aquatic organisms at different consumer trophic levels through a systematic review and meta-analysis. The main result shows that PFAS in concentrations up to 13.5 μg/L have adverse effects on body size variables for secondary consumers. However, no significant effects on liver or gonad somatic indices and neither on fecundity were found. In addition, the results show that there are large research gaps for PFAS effects on different organisms in aquatic environments at environmentally relevant concentrations. Most studies have been performed on secondary consumers and there is a substantial lack of studies on other consumers in aquatic ecosystems. © 2022 The Authors","Aquatic ecosystems; Aquatic environments; Exposure effects; Health effects; Meta-analysis; Polyfluoroalkyl substances; Secondary consumers; Substance concentrations; Synthetic chemicals; Systematic Review; Trophic level; Aquatic organisms; cancer; concentration (composition); endocrine disruptor; meta-analysis; toxicity; trophic level; aquatic environment; aquatic species; body size; consumer; controlled study; environmental exposure; fertility; gonad; human; liver; meta analysis; nonhuman; review; systematic review; trophic level; aquatic species; ecosystem; fluorocarbon; Aquatic Organisms; Ecosystem; Fluorocarbons"
"Li J., Wang L., Zhang X., Liu P., Deji Z., Xing Y., Zhou Y., Lin X., Huang Z.","Per- and polyfluoroalkyl substances exposure and its influence on the intestinal barrier: An overview on the advances",2022,"10.1016/j.scitotenv.2022.158362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140142918&doi=10.1016%2fj.scitotenv.2022.158362&partnerID=40&md5=4492551ef0799cf97a804dd5acd7998e","Per- and polyfluoroalkyl substances (PFAS) are a class of artificially synthetic organic compounds that are hardly degraded in the natural environment. PFAS have been widely used for many decades, and the persistence and potential toxicity of PFAS are an emerging concern in the world. PFAS exposed via diet can be readily absorbed by the intestine and enter the circulatory system or accumulate directly at intestinal sites, which could interact with the intestine and cause the destruction of intestinal barrier. This review summarizes current relationships between PFAS exposure and intestinal barrier damage with a focus on more recent toxicological studies. Exposure to PFAS could cause inflammation in the gut, destruction of the gut epithelium and tight junction structure, reduction of the mucus layer, and induction of the toxicity of immune cells. PFAS accumulation could also induce microbial disorders and metabolic products changes. In addition, there are limited studies currently, and most available studies converge on the health risk of PFAS exposure for human intestinal disease. Therefore, more efforts are deserved to further understand potential associations between PFAS exposure and intestinal dysfunction and enable better assessment of exposomic toxicology and health risks for humans in the future. © 2022 Elsevier B.V.","Cardiovascular system; Risk assessment; Toxicity; 'current; Circulatory systems; Gastrointestinal Disease; Intestinal barriers; Intestinal microflora; Microflorae; Natural environments; Per- and polyfluoroalkyl substance; Polyfluoroalkyl substances; Synthetic organic compounds; Health risks; chemical compound; perfluoroalkanoic acid; perfluorodecane sulfonate; perfluoroheptanoic acid; perfluorooctanesulfonamide; perfluoropentanoic acid; perfluorotridecanoic acid; perfluoroundecanoic acid; perpolyfluoroalkyl substance; polyfluoroalkyl substance; unclassified drug; alkanesulfonic acid; fluorocarbon; organic compound; dietary intake; digestive system disorder; future prospect; health impact; health risk; metabolism; organic compound; pollution effect; pollution exposure; polymer; toxicology; celiac disease; cell structure; chemical parameters; Crohn disease; drug absorption; drug distribution; drug excretion; drug metabolism; drug transport; enteropathy; environmental exposure; environmental impact; gastritis; gastrointestinal toxicity; health hazard; human; immune system; immunocompetent cell; immunotoxicity; intestine epithelium; microbiology; nonhuman; physical parameters; Review; tight junction; toxicology; ulcerative colitis; chemistry; Alkanesulfonic Acids; Fluorocarbons; Humans; Organic Chemicals"
"Gar Alalm M., Boffito D.C.","Mechanisms and pathways of PFAS degradation by advanced oxidation and reduction processes: A critical review",2022,"10.1016/j.cej.2022.138352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135686023&doi=10.1016%2fj.cej.2022.138352&partnerID=40&md5=ca67921fca14e2ee367ff37ae6471033","Numerous studies have demonstrated the degradation of perfluoroalkyl substances (PFAS) by advanced oxidation or reduction processes. Howbeit, the current literature lacks a comprehensive and comparative overview of the various degradation pathways and mechanisms. This systematic review compiles and analyzes the mechanisms and degradation pathways of PFAS by persulfate activation, photocatalysis, UV/sulfite, electron beam, electrochemical oxidation, plasma, ozonation, and sonochemical oxidation. We found that the degradation pathways of perfluorocarboxylic acids (PFCAs) and Perfluoroalkanesulfonic acids (PFSAs) were investigated more than any other PFAS. This review implies that the defluorination and degradation pathways of PFAS are reliant on the type of dominant reactive oxidant or reductive species. For instance, holes usually oxidize PFAS to unstable perfluoroalkyl radicals accompanied by losing head groups, whereas hydroxyl and superoxide radicals cleave C–C and C-F bonds. On the other hand, hydrated electrons directly eliminate the head group followed by releasing CF2 units. Furthermore, the imposed crystal facets and functional groups of the introduced catalytic surfaces in the case of heterogeneous catalysis (e.g., photocatalysts) affected the degradation pathways and defluorination rates by anchoring PFAS molecules from the head groups (e.g., carboxylate and sulfonate group). This study lays the groundwork for future research to analyze and elucidate the transformation products and pathways of PFAS in various treatment systems. © 2022 Elsevier B.V.","Carboxylation; Catalysis; Ozone; Ozone water treatment; Ozonization; Advanced Oxidation Processes; AOP; Critical review; Defluorination; Degradation pathways; Head groups; Oxidation and reduction; Perfluoroalkyl substances; PFOA; Reduction process; Electrochemical oxidation"
"Perfetti-Bolaño A., Muñoz K., Kolok A.S., Araneda A., Barra R.O.","Analysis of the contribution of locally derived wastewater to the occurrence of Pharmaceuticals and Personal Care Products in Antarctic coastal waters",2022,"10.1016/j.scitotenv.2022.158116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136248399&doi=10.1016%2fj.scitotenv.2022.158116&partnerID=40&md5=ed464fa1cd44065a88756be55fb6d3c0","Pharmaceuticals and Personal Care Products (PPCPs) are emerging pollutants detected in many locations of the world including Antarctica. The main objective of this review is to discuss the influence of the human population on the concentration, distribution and biological effects of PPCPs across the Antarctic coastal marine ecosystem. We carried out a review of the scientific articles published for PPCPs in Antarctic, supported by the information of the Antarctic stations reported by Council of Managers of National Antarctic Programs (CONMAP), Scientific Committee on Antarctic Research (SCAR) and Secretariat of the Antarctic Treaty (ATS). In addition, spatial data regarding the Antarctic continent was obtained from Quantarctica. Antarctic concentrations of PPCPs were more reflective of the treatment system used by research stations as opposed to the infrastructure built or the annual occupancy by station. The main problem is that most of the research stations lack tertiary treatment, resulting in elevated concentrations of PPCPs in effluents. Furthermore, the geographic distribution of Antarctic field stations in coastal areas allows for the release of PPCPs, directly into the sea, a practice that remains in compliance with the current Protocol. After their release, PPCPs can become incorporated into sea ice, which can then act as a chemical reservoir. In addition, there is no clarity on the effects on the local biota. Finally, we recommend regulating the entry and use of PPCPs in Antarctica given the difficulties of operating, and in some cases the complete absence of appropriate treatment systems. Further studies are needed on the fate, transport and biological effects of PPCPs on the Antarctic biota. It is recommended that research efforts be carried out in areas inhabited by humans to generate mitigation measures relative to potential adverse impacts. Tourism should be also considered in further studies due the temporal release of PPCPs. © 2022 Elsevier B.V.","Ecosystems; Effluents; Geographical distribution; Reservoirs (water); Wastewater treatment; Water pollution; Antarctica; Biological effects; Coastal seawater; Coastal waters; Pharmaceutical and personal care product; Pharmaceutical and personal care products; Research stations; Treatment systems; Waste water treatment plants; Wastewater treatment plant; Sea ice; chemical agent; pharmaceutical and personal care product; unclassified drug; cosmetic; drug; bioaccumulation; coastal water; marine ecosystem; pollution effect; PPCP; wastewater treatment; wastewater treatment plant; water pollution; Antarctica; coastal waters; concentration (parameter); geographic distribution; pollutant; Review; sea ice; seashore; wastewater; ecosystem; environmental monitoring; human; pollutant; procedures; wastewater; water pollutant; Antarctica; Antarctic Regions; Cosmetics; Ecosystem; Environmental Monitoring; Environmental Pollutants; Humans; Pharmaceutical Preparations; Waste Water; Water Pollutants, Chemical"
"Abbasian Chaleshtari Z., Foudazi R.","A Review on Per- and Polyfluoroalkyl Substances (PFAS) Remediation: Separation Mechanisms and Molecular Interactions",2022,"10.1021/acsestwater.2c00271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141940714&doi=10.1021%2facsestwater.2c00271&partnerID=40&md5=dc2ff576541178505519f781793ebd72","Per- and polyfluoroalkyl substances (PFAS) are a group of manmade chemicals, which are persistent in the environment, bioaccumulative, and toxic to humans. Various treatment technologies have been used to remove PFAS from water, among them adsorption and membrane filtration technologies have shown greater effectiveness in PFAS removal. Therefore, the main objective of this article is to provide a review on current literature investigating the PFAS removal by adsorption and membrane filtration technologies. The specific focus of this review is to explore the separation mechanisms involved in PFAS removal and the existing challenges of current adsorbents/membranes. This review highlights the research needs for developing more efficient technologies for PFAS removal. © 2022 by the Author(s).",
"Shin H.-M., Oh J., Schmidt R.J., Pearce E.N.","Prenatal Exposure to Per- and Polyfluoroalkyl Substances, Maternal Thyroid Dysfunction, and Child Autism Spectrum Disorder",2022,"10.3803/ENM.2022.1598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147106182&doi=10.3803%2fENM.2022.1598&partnerID=40&md5=af69daf111a42790a15e709bcdd5d790","Autism spectrum disorder (ASD), with its high economic and societal costs, is a growing public health concern whose prevalence has risen steadily over the last two decades. Although actual increased incidence versus improved diagnosis remains controversial, the increased prevalence of ASD suggests non-inherited factors as likely contributors. There is increasing epidemiologic evidence that abnormal maternal thyroid function during pregnancy is associated with increased risk of child ASD and other neurodevelopmental disorders. Prenatal exposure to endocrine-disrupting chemicals such as per- and polyfluoroalkyl substances (PFAS) is known to disrupt thyroid function and can affect early brain development; thus, thyroid dysfunction is hypothesized to mediate this relationship. The concept of a potential pathway from prenatal PFAS exposure through thyroid dysfunction to ASD etiology is not new; however, the extant literature on this topic is scant. The aim of this review is to evaluate and summarize reports with regard to potential mechanisms in this pathway. Copyright © 2022 Korean Endocrine Society.",
"Igere B.E., Onohuean H., Nwodo U.U.","Modern knowledge-scape possess petite influence on the factual persistence of resistance determinants (ARGs/MGEs): A map and assessment of discharged wastewater and water bodies",2022,"10.1016/j.heliyon.2022.e12253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145184652&doi=10.1016%2fj.heliyon.2022.e12253&partnerID=40&md5=5779b30444a4d6ac65c955c4d338eb16","Antibiotic resistance genes (ARGs) and Mobile genetic elements (MGEs) are major global emerging pollutants of the environment and water nexus which various investigators of related studies have reported. Observing ARGs and MGEs in water bodies, wastewater treatment systems, and estuaries is indicative of relevant risk, resistant bacteria/ARGs spread or potential health concern and may result environmental pathogen bloom if appropriate research-based strategies are not implemented to remove these lethal genetic materials. Despite reports and knowledge-based strategies for removal, the challenge yet persists. This study aims to appraise the impact/contribution of related studies and emphasize the necessity for applying combined research-based/practitioners approach in addressing the expanding challenge of ARGs/MGEs in wastewater/waterbodies. The study describes a bibliometric assessment of antibiotic resistance determinants annual scientific publications on the Web of Science, an annual growth rate of related articles, top articles per citations with search topics and content-review analysis to evaluate the methods of removal of ARGs/MGEs. A total of 1301 articles of wastewater treatment systems were retrieved with date range of 1997–2019. A description of the study Annual Growth Rate of 37.82% at R2 of 0.7863 was observed with an increasing article publication and a decreasing total citation rate indicating persistent reports of dispersion on ARGs/MGEs studies in the water bodies and environment. Although there abound extensive studies and reports of ARGs and MGEs in water nexus and wastewater release with research based removal strategies, the impact of such reports have not been fully actualized amongst wastewater system practitioners. A lucid drive towards implementing ARGs/MGEs removal strategies from the environment by applying affirmed research-based methods are suggestive. © 2022 The Author(s)",
"Kim J.C., Park E.J., Na D.H.","Gastrointestinal Permeation Enhancers for the Development of Oral Peptide Pharmaceuticals",2022,"10.3390/ph15121585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144741731&doi=10.3390%2fph15121585&partnerID=40&md5=66fd1eb7cb055badc8149d532895188c","Recently, two oral-administered peptide pharmaceuticals, semaglutide and octreotide, have been developed and are considered as a breakthrough in peptide and protein drug delivery system development. In 2019, the Food and Drug Administration (FDA) approved an oral dosage form of semaglutide developed by Novo Nordisk (Rybelsus®) for the treatment of type 2 diabetes. Subsequently, the octreotide capsule (Mycapssa®), developed through Chiasma’s Transient Permeation Enhancer (TPE) technology, also received FDA approval in 2020 for the treatment of acromegaly. These two oral peptide products have been a significant success; however, a major obstacle to their oral delivery remains the poor permeability of peptides through the intestinal epithelium. Therefore, gastrointestinal permeation enhancers are of great relevance for the development of subsequent oral peptide products. Sodium salcaprozate (SNAC) and sodium caprylate (C8) have been used as gastrointestinal permeation enhancers for semaglutide and octreotide, respectively. Herein, we briefly review two approved products, Rybelsus® and Mycapssa®, and discuss the permeation properties of SNAC and medium chain fatty acids, sodium caprate (C10) and C8, focusing on Eligen technology using SNAC, TPE technology using C8, and gastrointestinal permeation enhancement technology (GIPET) using C10. © 2022 by the authors.","octreotide; semaglutide; acromegaly; drug delivery system; human; intestine epithelium; membrane transport; non insulin dependent diabetes mellitus; Review"
